A1,A2,B1,B2,B3,class
0,6727,7547,1,46,0
0,7547,6727,1,40,0
0,23,51474,1,40,0
0,51474,23,1,46,0
123,14033,22,6,337,0
123,22,14033,9,2534,0
0,5156,5060,1,443,0
0,0,3,1,471,0
0,28899,23,1,46,0
0,23,28899,1,40,0
30,59473,80,1,46,0
30,80,59473,6,264,0
9,22,57604,19,3185,0
9,57604,22,17,2267,0
9,22,56752,19,3185,0
9,56752,22,17,2267,0
48,51497,22,6,329,0
48,22,51497,13,7654,0
2,51738,22,13,1863,0
2,22,51738,14,2721,0
14,52270,22,8,1353,0
14,22,52270,12,5437,0
5,40605,22,12,1908,0
5,22,40605,14,2261,0
18,31296,22,24,2900,0
18,22,31296,26,3745,0
10,17784,22,19,2365,0
10,22,17784,21,3301,0
9,22,38702,19,3185,0
9,38702,22,18,2319,0
8,22,34519,19,3185,0
8,34519,22,18,2319,0
9,35139,22,17,2267,0
9,22,35139,20,3249,0
3,54950,22,15,1697,0
3,22,54950,13,2669,0
30,16390,80,1,46,0
30,80,16390,6,264,0
18,37082,22,25,2976,0
18,22,37082,28,3865,0
10,59467,22,15,1739,0
10,22,59467,14,2625,0
15,2859,22,14,2889,0
15,22,2859,18,2985,0
7,14027,22,8,1075,0
7,22,14027,8,2437,0
0,23,45833,1,40,0
0,45833,23,1,46,0
30,22,22772,6,264,0
30,22772,22,1,46,0
113,18493,22,4,225,0
113,22,18493,10,7647,0
0,43140,123,1,46,0
0,0,3,1,64,0
0,18816,23,1,46,0
0,23,18816,1,40,0
30,40026,80,1,46,0
30,80,40026,6,264,0
8,22,55069,19,3185,0
8,55069,22,15,2163,0
10,22,59168,19,3185,0
10,59168,22,17,2267,0
0,0,8,1,46,0
0,0,0,1,32,0
4,59504,22,12,1808,0
4,22,59504,13,2185,0
14,22,3477,18,2985,0
14,3477,22,13,2843,0
0,63033,2323,1,46,0
0,2323,63033,1,40,0
20,6074,22,26,3035,0
20,22,6074,28,3873,0
0,27112,2323,1,46,0
0,2323,27112,1,40,0
7,34550,22,4,210,0
7,22,34550,6,496,0
0,22,9564,5,1285,0
0,9564,22,6,340,0
19,22,5618,26,3745,0
19,5618,22,24,2953,0
21,22,57419,27,3865,0
21,57419,22,24,2899,0
0,54923,23,1,46,0
0,23,54923,1,40,0
21,2428,22,16,3167,0
21,22,2428,24,3449,0
20,29870,22,24,2900,0
20,22,29870,26,3745,0
0,63196,23,1,46,0
0,23,63196,1,40,0
6,22897,22,7,1029,0
6,22,22897,9,4421,0
8,22,43849,19,3185,0
8,43849,22,15,2163,0
19,53522,22,5,277,0
19,22,53522,7,3423,0
21,22,22118,26,3745,0
21,22118,22,24,2883,0
9,22,46954,19,3185,0
9,46954,22,17,2267,0
5,8000,60429,3,132,0
5,60429,8000,5,314,0
0,22,27468,5,1285,0
0,27468,22,6,340,0
0,80,412,1,46,0
0,412,80,1,40,0
11,22,52522,21,3398,0
11,52522,22,18,2343,0
14,56839,22,18,2415,0
14,22,56839,26,3734,0
73,11722,22,7,1307,0
73,22,11722,17,9809,0
3,49648,22,13,1609,0
3,22,49648,13,2669,0
9,22,47746,19,3185,0
9,47746,22,20,2423,0
30,42417,80,1,46,0
30,80,42417,6,264,0
10,22,60659,20,3249,0
10,60659,22,17,2267,0
20,22,13606,26,3745,0
20,13606,22,24,2889,0
18,22,28076,24,4886,0
18,28076,22,18,2905,0
10,22,47846,19,3185,0
10,47846,22,15,2163,0
18,22,63829,26,3745,0
18,63829,22,24,2889,0
10,22,33197,19,3185,0
10,33197,22,17,2267,0
19,22,52821,26,3745,0
19,52821,22,24,2889,0
8,43973,22,17,2267,0
8,22,43973,19,3185,0
0,7282,23,1,46,0
0,23,7282,1,40,0
32,56143,22,2,120,0
32,22,56143,7,420,0
9,22,53880,19,3185,0
9,53880,22,17,2267,0
17,22,55952,26,3745,0
17,55952,22,26,3038,0
10,52338,22,17,2267,0
10,22,52338,19,3185,0
0,5730,23,1,46,0
0,23,5730,1,40,0
19,41230,22,26,3022,0
19,22,41230,26,3745,0
12,40839,22,14,1936,0
12,22,40839,19,2698,0
0,23,22276,1,40,0
0,22276,23,1,46,0
12,28095,22,17,2273,0
12,22,28095,21,4149,0
0,48608,5397,1,46,0
0,5397,48608,1,40,0
0,36846,5358,1,46,0
0,5358,36846,1,40,0
19,22,15363,27,3809,0
19,15363,22,25,3054,0
0,22,9078,1,44,0
0,9078,22,2,92,0
9,22,48142,19,3185,0
9,48142,22,15,2163,0
9,22,55816,19,3185,0
9,55816,22,15,2163,0
20,22,58952,26,3745,0
20,58952,22,24,2889,0
30,14957,80,1,46,0
30,80,14957,6,264,0
6,51078,22,7,413,0
6,22,51078,9,3543,0
0,49386,2323,1,46,0
0,2323,49386,1,40,0
10,22,45613,19,3185,0
10,45613,22,17,2267,0
4,60182,22,12,1808,0
4,22,60182,13,2185,0
9,57424,22,17,2267,0
9,22,57424,19,3185,0
91,23124,22,6,329,0
91,22,23124,13,8613,0
26,2736,22,28,3807,0
26,22,2736,31,4201,0
10,22,48262,19,3185,0
10,48262,22,17,2267,0
46,28257,22,6,329,0
46,22,28257,11,5569,0
10,22,51082,19,3185,0
10,51082,22,15,2163,0
11,22,51683,19,3197,0
11,51683,22,17,2267,0
9,22,34710,19,3185,0
9,34710,22,17,2267,0
9,25777,22,15,2163,0
9,22,25777,20,3237,0
44,41073,22,8,1347,0
44,22,41073,16,9745,0
0,22,51588,5,1285,0
0,51588,22,6,340,0
0,30227,3386,1,46,0
0,0,3,1,68,0
120,32529,22,7,387,0
120,22,32529,8,2482,0
2,50237,22,12,1345,0
2,22,50237,14,2153,0
0,39328,23,1,46,0
0,23,39328,1,40,0
15,22,4801,21,3146,0
15,4801,22,17,3033,0
3,46905,22,13,1593,0
3,22,46905,13,2669,0
18,22,25713,26,3745,0
18,25713,22,24,2889,0
9,22,57164,19,3185,0
9,57164,22,17,2267,0
9,22,46628,19,3185,0
9,46628,22,17,2267,0
21,22,38788,26,3745,0
21,38788,22,24,2883,0
13,22,3710,18,2985,0
13,3710,22,13,2779,0
0,9090,22,2,92,0
0,22,9090,1,44,0
11,37416,22,16,2227,0
11,22,37416,21,3398,0
15,22,3480,19,3093,0
15,3480,22,14,2825,0
5,27776,22,7,375,0
5,22,27776,8,3511,0
9,50764,22,17,2267,0
9,22,50764,19,3185,0
0,19217,23,1,46,0
0,23,19217,1,40,0
11,30617,22,15,2163,0
11,22,30617,20,4213,0
0,59179,23,1,46,0
0,23,59179,1,40,0
20150,80,4840,80,3520,0
20150,4840,80,15,690,0
10,22,57297,19,3185,0
10,57297,22,17,2267,0
0,53,46945,1,129,0
0,46945,53,1,68,0
0,53,41422,1,250,0
0,41422,53,1,68,0
5,443,44626,9,5455,0
5,44626,443,12,1710,0
1,445,3956,3,120,0
1,3956,445,3,144,0
10,22,38684,19,3185,0
10,38684,22,15,2163,0
18,14863,22,26,3036,0
18,22,14863,26,3745,0
9,22,38840,19,3185,0
9,38840,22,17,2267,0
0,16308,23,1,46,0
0,23,16308,1,40,0
132,15316,22,7,381,0
132,22,15316,12,1803,0
5,8000,60642,3,132,0
5,60642,8000,5,314,0
10,22,43840,19,3185,0
10,43840,22,15,2163,0
20,57232,22,24,2930,0
20,22,57232,26,3745,0
8,20833,22,17,2267,0
8,22,20833,20,3305,0
0,16308,2323,1,46,0
0,2323,16308,1,40,0
18,18320,22,24,2900,0
18,22,18320,26,3745,0
0,22,59849,5,1285,0
0,59849,22,6,340,0
0,40812,1434,1,46,0
0,0,3,1,57,0
10,63721,22,17,2267,0
10,22,63721,19,3185,0
0,15175,23,1,46,0
0,23,15175,1,40,0
20,22,41403,27,3809,0
20,41403,22,25,3025,0
9,22,43214,19,3185,0
9,43214,22,17,2267,0
6,23448,22,7,381,0
6,22,23448,9,4457,0
30,24116,80,1,46,0
30,80,24116,6,264,0
121,24718,22,5,262,0
121,22,24718,5,345,0
0,22,60540,5,1285,0
0,60540,22,6,340,0
9,22,37884,19,3185,0
9,37884,22,17,2267,0
31,21002,22,2,120,0
31,22,21002,7,420,0
20,9700,22,24,2899,0
20,22,9700,26,3745,0
0,56702,23,1,46,0
0,23,56702,1,40,0
9,22,41448,19,3185,0
9,41448,22,19,2371,0
0,1576,23,1,46,0
0,23,1576,1,40,0
120,17708,22,3,179,0
120,22,17708,11,7699,0
9,22,35995,19,3185,0
9,35995,22,17,2267,0
0,32948,53413,1,46,0
0,0,3,1,57,0
142,45412,22,8,447,0
142,22,45412,11,4565,0
10,39514,22,16,2225,0
10,22,39514,20,3249,0
0,44353,22,12,1457,0
0,22,44353,11,2497,0
9,22,40226,19,3185,0
9,40226,22,18,2319,0
8,22,55344,19,3185,0
8,55344,22,15,2163,0
19,28320,22,25,3020,0
19,22,28320,28,3929,0
4,32870,22,12,1808,0
4,22,32870,13,2185,0
0,53553,7547,1,46,0
0,7547,53553,1,40,0
46,29865,22,8,433,0
46,22,29865,6,1361,0
0,22,36420,5,1285,0
0,36420,22,6,340,0
0,23,30059,1,40,0
0,30059,23,1,46,0
11,22,47164,19,3185,0
11,47164,22,18,2319,0
2,47764,22,13,1593,0
2,22,47764,13,2669,0
10,33104,22,15,2701,0
10,22,33104,20,5053,0
38,15753,22,8,1361,0
38,22,15753,16,7357,0
1,15177,23,7,322,0
1,23,15177,7,280,0
0,5367,23,1,46,0
0,23,5367,1,40,0
0,47096,22,2,92,0
0,22,47096,1,44,0
5,22441,22,5,301,0
5,22,22441,7,3423,0
20,22,16798,26,3745,0
20,16798,22,24,2883,0
0,23,16078,1,40,0
0,16078,23,1,46,0
9,34507,22,17,2279,0
9,22,34507,20,3289,0
121,25179,22,6,329,0
121,22,25179,9,1611,0
9,57886,22,17,2267,0
9,22,57886,20,3237,0
23,40670,22,27,3056,0
23,22,40670,26,3745,0
22,51754,22,24,2932,0
22,22,51754,26,3745,0
0,23,7334,1,40,0
0,7334,23,1,46,0
0,49460,22,2,92,0
0,22,49460,1,44,0
9,35942,22,17,2267,0
9,22,35942,19,3185,0
9,22,47611,20,3237,0
9,47611,22,15,2163,0
20,45638,22,24,2932,0
20,22,45638,26,3745,0
11,26073,22,18,2403,0
11,22,26073,21,3369,0
9,22,38183,19,3185,0
9,38183,22,15,2179,0
15,43182,22,18,2056,0
15,22,43182,23,3545,0
121,58194,22,7,381,0
121,22,58194,8,1485,0
13,60496,22,19,2475,0
13,22,60496,24,4362,0
0,22,12991,5,1285,0
0,12991,22,6,340,0
1,3272,445,3,144,0
1,445,3272,3,120,0
31,58390,80,1,46,0
31,80,58390,6,264,0
30,55228,80,1,46,0
30,80,55228,6,264,0
6,60135,22,14,1699,0
6,22,60135,13,2585,0
18,8644,22,26,3004,0
18,22,8644,26,3745,0
9,22,54209,20,3237,0
9,54209,22,17,2267,0
6,60325,22,7,381,0
6,22,60325,9,4445,0
0,42386,23,1,46,0
0,23,42386,1,40,0
5,41353,22,8,445,0
5,22,41353,8,1482,0
120,19468,22,6,329,0
120,22,19468,13,8617,0
0,54035,445,2,92,0
0,445,54035,1,40,0
0,50845,23,1,46,0
0,23,50845,1,40,0
30,30234,80,1,46,0
30,80,30234,6,264,0
0,1433,772,1,40,0
0,772,1433,1,46,0
7,47657,22,18,2105,0
7,22,47657,17,3081,0
14,3970,22,17,2963,0
14,22,3970,18,2985,0
8,45301,22,17,2267,0
8,22,45301,20,3249,0
0,23,7334,1,40,0
0,7334,23,1,46,0
123,31644,22,8,1096,0
123,22,31644,13,4718,0
18,41970,22,26,2995,0
18,22,41970,28,3865,0
16,26680,22,20,3436,0
16,22,26680,29,5630,0
120,18251,22,3,158,0
120,22,18251,10,856,0
120,56473,22,4,231,0
120,22,56473,12,7751,0
0,58921,23,1,46,0
0,23,58921,1,40,0
0,24994,23,1,46,0
0,23,24994,1,40,0
0,1667,23,1,46,0
0,23,1667,1,40,0
19,22,59151,26,3745,0
19,59151,22,24,2883,0
5,8000,60853,3,132,0
5,60853,8000,5,314,0
9,23202,22,17,2261,0
9,22,23202,21,3301,0
9,22,37949,19,3185,0
9,37949,22,15,2163,0
9,24348,22,16,2223,0
9,22,24348,20,3245,0
9,57818,22,6,977,0
9,22,57818,8,1457,0
121,30194,22,4,210,0
121,22,30194,7,527,0
9,22,55226,19,3185,0
9,55226,22,17,2267,0
0,32272,5358,1,46,0
0,5358,32272,1,40,0
0,48608,4437,1,46,0
0,4437,48608,1,40,0
9,22,57158,19,3185,0
9,57158,22,17,2267,0
9,22,58041,19,3185,0
9,58041,22,17,2267,0
4,33556,22,12,1808,0
4,22,33556,13,2185,0
6,43142,22,8,427,0
6,22,43142,9,4445,0
31,60625,80,1,46,0
31,80,60625,6,264,0
17,36902,22,24,2996,0
17,22,36902,26,3745,0
8,22,54661,19,3185,0
8,54661,22,15,2163,0
0,50459,7547,1,46,0
0,7547,50459,1,40,0
6,63196,22,5,277,0
6,22,63196,7,3406,0
10,22,41610,19,3185,0
10,41610,22,15,2195,0
0,22,37111,5,1285,0
0,37111,22,6,340,0
21,22,26487,26,3745,0
21,26487,22,26,3038,0
12,50466,22,17,2261,0
12,22,50466,22,3421,0
5,57296,22,7,420,0
5,22,57296,8,1535,0
0,59253,3779,2,92,0
0,3779,59253,1,40,0
7,34871,22,2,106,0
7,22,34871,4,240,0
11,22,38462,19,3185,0
11,38462,22,17,2283,0
9,22,37239,19,3185,0
9,37239,22,17,2267,0
11,41239,22,11,1756,0
11,22,41239,16,3733,0
0,52183,22,2,92,0
0,22,52183,1,44,0
8590,439,80,6,276,0
8590,80,439,36,1584,0
0,8082,37039,1,52,1
0,37039,8082,1,46,1
19,62048,22,24,2931,0
19,22,62048,26,3745,0
63,27797,22,5,285,0
63,22,27797,12,5699,0
9,22,57949,19,3185,0
9,57949,22,17,2267,0
10,22,51441,19,3185,0
10,51441,22,15,2163,0
9,51002,22,11,1623,0
9,22,51002,14,2721,0
15,50080,22,4,226,0
15,22,50080,7,420,0
0,15580,5358,1,46,0
0,5358,15580,1,40,0
0,5985,36687,1,40,0
0,36687,5985,1,46,0
9,37935,22,17,2267,0
9,22,37935,20,3249,0
18,45576,22,24,2932,0
18,22,45576,26,3745,0
19,22,23963,26,3745,0
19,23963,22,24,2918,0
0,23,32662,1,40,0
0,32662,23,1,46,0
123,33813,22,4,231,0
123,22,33813,14,8601,0
19,41426,22,26,3020,0
19,22,41426,26,3745,0
6,29589,22,7,1677,0
6,22,29589,7,1413,0
10,22,53627,20,3237,0
10,53627,22,17,2267,0
6,38197,22,5,262,0
6,22,38197,3,205,0
22,41023,22,21,2304,0
22,22,41023,27,3909,0
9,22,52363,19,3185,0
9,52363,22,15,2163,0
8,22,41225,19,3185,0
8,41225,22,15,2163,0
11,42414,22,6,983,0
11,22,42414,10,4530,0
30,47785,80,1,46,0
30,80,47785,6,264,0
9,22,50062,19,3185,0
9,50062,22,17,2267,0
40,7221,80,3,138,0
40,80,7221,7,304,0
6,45103,22,4,234,0
6,22,45103,6,413,0
0,80,51613,1,44,0
0,51613,80,2,92,0
20,22,11631,26,3745,0
20,11631,22,24,2918,0
20,10658,22,24,2900,0
20,22,10658,26,3745,0
9,22,54490,19,3185,0
9,54490,22,15,2163,0
10,46612,22,15,2163,0
10,22,46612,19,3185,0
8,22,35937,19,3185,0
8,35937,22,15,2163,0
1,52520,81,3,152,0
1,81,52520,3,120,0
5,31105,22,7,441,0
5,22,31105,8,1564,0
0,16934,5358,1,46,0
0,5358,16934,1,40,0
0,0,8,1,46,0
0,0,0,1,36,0
30,48217,80,1,46,0
30,80,48217,6,264,0
0,5079,5060,1,439,0
0,0,3,1,467,0
18,25133,22,24,2899,0
18,22,25133,27,3865,0
21,26093,22,26,3193,0
21,22,26093,30,4097,0
2,55759,22,14,1915,0
2,22,55759,14,2721,0
23,60128,22,26,3020,0
23,22,60128,25,3705,0
9,44762,22,8,1081,0
9,22,44762,11,5513,0
11,22,35139,19,3197,0
11,35139,22,17,2267,0
0,80,4072,7,11967,0
0,4072,80,13,660,0
11,51995,22,15,2163,0
11,22,51995,21,5241,0
20,49424,22,26,2987,0
20,22,49424,27,3849,0
18,45298,22,23,2860,0
18,22,45298,27,3865,0
10,22,45099,19,3185,0
10,45099,22,15,2163,0
53,62214,22,8,519,0
53,22,62214,15,2120,0
17,19272,22,24,2900,0
17,22,19272,26,3745,0
30,12987,80,1,46,0
30,80,12987,6,264,0
30,52484,80,1,46,0
30,80,52484,6,264,0
10,22,49378,19,3185,0
10,49378,22,17,2267,0
9,60776,22,15,2163,0
9,22,60776,19,3185,0
121,40180,22,8,447,0
121,22,40180,10,2581,0
4,34258,22,12,1808,0
4,22,34258,13,2185,0
8,22,50478,19,3185,0
8,50478,22,17,2267,0
8,22,54912,19,3185,0
8,54912,22,15,2163,0
0,23,7454,1,40,0
0,7454,23,1,46,0
20,48837,22,26,3004,0
20,22,48837,26,3745,0
8,22,45269,19,3185,0
8,45269,22,15,2163,0
0,23,10211,1,40,0
0,10211,23,1,46,0
9,22,33760,19,3185,0
9,33760,22,15,2163,0
6,56863,22,5,307,0
6,22,56863,6,2362,0
5,8000,61065,3,132,0
5,61065,8000,5,314,0
0,3868,23,1,46,0
0,23,3868,1,40,0
10,22,47801,19,3185,0
10,47801,22,19,2371,0
10,22,53231,19,3185,0
10,53231,22,15,2163,0
0,22,43325,7,1309,0
0,43325,22,8,848,0
0,13823,23,1,46,0
0,23,13823,1,40,0
21,61670,22,27,3076,0
21,22,61670,29,3958,0
0,23,24381,1,40,0
0,24381,23,1,46,0
100,80,52396,5,779,0
100,52396,80,6,387,0
13,4255,22,13,2779,0
13,22,4255,18,2985,0
9,22,39966,19,3185,0
9,39966,22,17,2267,0
0,41377,1900,1,122,0
0,0,3,1,150,0
0,23,28,1,40,0
0,28,23,1,46,0
19,40412,22,24,2900,0
19,22,40412,26,3745,0
10,17812,22,17,2267,0
10,22,17812,20,3305,0
43,22,17600,31,10137,0
43,17600,22,15,2722,0
0,43516,22,2,92,0
0,22,43516,1,44,0
0,15645,7547,1,46,0
0,7547,15645,1,40,0
9,39766,22,17,2267,0
9,22,39766,19,3185,0
2,53027,22,12,1361,0
2,22,53027,14,2153,0
31,22734,22,3,180,0
31,22,22734,8,480,0
6,63016,22,7,1029,0
6,22,63016,9,4421,0
0,27055,5358,1,46,0
0,5358,27055,1,40,0
10,43620,22,15,2163,0
10,22,43620,19,3185,0
0,11129,23,1,46,0
0,23,11129,1,40,0
14,6404,22,17,1988,0
14,22,6404,23,3545,0
0,21,10052,1,46,0
0,10052,21,1,40,0
30,33505,80,1,46,0
30,80,33505,6,264,0
30,1696,80,1,46,0
30,80,1696,6,264,0
0,55511,23,1,46,0
0,23,55511,1,40,0
125,26297,22,6,341,0
125,22,26297,10,2578,0
10,22,45981,20,3249,0
10,45981,22,15,2163,0
30,11348,80,1,46,0
30,80,11348,6,264,0
11,41471,22,17,2137,0
11,22,41471,20,3305,0
85,4813,22,10,2309,0
85,22,4813,20,6603,0
0,17392,23,1,46,0
0,23,17392,1,40,0
0,22,46063,5,1285,0
0,46063,22,6,340,0
11,64501,22,8,1370,0
11,22,64501,12,6017,0
9,22,55433,19,3185,0
9,55433,22,17,2267,0
0,50256,25,1,46,0
0,25,50256,1,40,0
9,36467,22,10,1477,0
9,22,36467,14,5557,0
12,24527,22,17,2359,0
12,22,24527,24,4517,0
51,56005,22,7,459,0
51,22,56005,13,2000,0
10,22,60578,19,3185,0
10,60578,22,15,2163,0
9,22,42603,19,3185,0
9,42603,22,15,2163,0
120,49995,22,7,381,0
120,22,49995,14,8669,0
9,22,59125,19,3185,0
9,59125,22,15,2163,0
9,44139,22,17,2267,0
9,22,44139,19,3185,0
9,22,34602,19,3185,0
9,34602,22,17,2267,0
140,32776,22,8,457,0
140,22,32776,13,1867,0
120,35779,22,7,393,0
120,22,35779,15,8786,0
9,25213,22,14,2111,0
9,22,25213,17,3081,0
19,32385,22,10,1477,0
19,22,32385,14,4589,0
0,40264,5358,1,46,0
0,5358,40264,1,40,0
30,22838,80,1,46,0
30,80,22838,6,264,0
11,49820,22,6,329,0
11,22,49820,9,5397,0
0,41657,23,1,46,0
0,23,41657,1,40,0
0,13470,23,1,46,0
0,23,13470,1,40,0
121,54997,22,7,395,0
121,22,54997,8,3401,0
6,60754,22,13,1653,0
6,22,60754,14,2625,0
0,49308,23,1,60,0
0,23,49308,1,40,0
10,22,35674,20,3305,0
10,35674,22,17,2295,0
3,35270,22,12,1808,0
3,22,35270,13,2185,0
0,22,21943,5,1285,0
0,21943,22,6,340,0
9,22,32921,20,3237,0
9,32921,22,17,2267,0
0,5080,5060,1,436,0
0,0,3,1,464,0
9,22,35250,19,3185,0
9,35250,22,17,2267,0
10,22,57430,19,3185,0
10,57430,22,18,2319,0
9,49590,22,15,2163,0
9,22,49590,19,3185,0
19,22,27130,26,3745,0
19,27130,22,24,2889,0
30,60256,80,1,46,0
30,80,60256,6,264,0
0,30899,23,1,46,0
0,23,30899,1,40,0
19,22,33929,26,3745,0
19,33929,22,24,2921,0
6,15737,22,8,501,0
6,22,15737,10,1684,0
0,63214,23,1,46,0
0,23,63214,1,40,0
99,36031,22,8,481,0
99,22,36031,12,5823,0
10,22,33826,19,3185,0
10,33826,22,17,2267,0
121,62031,22,3,173,0
121,22,62031,10,6630,0
18,42200,22,26,3004,0
18,22,42200,26,3745,0
0,34155,1900,1,122,0
0,0,3,1,150,0
19,22,18355,26,3745,0
19,18355,22,26,3022,0
0,80,325,1,46,0
0,325,80,1,40,0
8,53506,22,6,334,0
8,22,53506,6,418,0
5,8000,61275,3,132,0
5,61275,8000,5,314,0
31,4662,80,1,46,0
31,80,4662,6,264,0
30,31296,80,1,46,0
30,80,31296,6,264,0
0,46138,3380,1,46,0
0,3380,46138,1,40,0
13,44557,22,6,329,0
13,22,44557,11,5557,0
19,22,35731,26,3745,0
19,35731,22,26,2987,0
19,22388,22,24,2883,0
19,22,22388,27,3865,0
0,45734,2323,1,46,0
0,2323,45734,1,40,0
31,57746,80,1,46,0
31,80,57746,6,264,0
8590,268,80,7,322,0
8590,80,268,37,1628,0
18,22,43274,26,3745,0
18,43274,22,24,2889,0
9,22,42937,19,3185,0
9,42937,22,19,2371,0
0,23,7334,1,40,0
0,7334,23,1,46,0
9,44550,22,17,2267,0
9,22,44550,19,3185,0
5,41590,22,11,1756,0
5,22,41590,11,2081,0
0,2323,19303,1,40,0
0,19303,2323,1,46,0
20,22,23804,26,3745,0
20,23804,22,24,2883,0
10,22,41288,19,3185,0
10,41288,22,17,2267,0
14,11284,22,18,2343,0
14,22,11284,24,5401,0
0,2222,46160,1,40,0
0,46160,2222,1,46,0
11,64264,22,15,2163,0
11,22,64264,21,3425,0
0,3114,445,3,144,0
0,445,3114,3,120,0
120,43483,22,6,329,0
120,22,43483,13,8533,0
10,22649,22,16,2227,0
10,22,22649,21,3330,0
10,22,33338,19,3185,0
10,33338,22,15,2163,0
20,22,52275,26,3745,0
20,52275,22,24,2883,0
9,22,51542,19,3185,0
9,51542,22,15,2163,0
9,22,55796,19,3185,0
9,55796,22,15,2163,0
30,46879,80,1,46,0
30,80,46879,6,264,0
9,22,55707,19,3185,0
9,55707,22,15,2179,0
9,22,56701,19,3185,0
9,56701,22,17,2267,0
9,22,38423,19,3185,0
9,38423,22,17,2267,0
9,22,53896,19,3185,0
9,53896,22,15,2163,0
0,22,22634,5,1285,0
0,22634,22,6,340,0
21,22,42295,26,3745,0
21,42295,22,24,2901,0
9,22,45881,19,3185,0
9,45881,22,17,2267,0
30,8297,80,1,46,0
30,80,8297,6,264,0
0,22,55015,5,1285,0
0,55015,22,6,340,0
10,11929,22,15,2163,0
10,22,11929,19,3185,0
0,88,64578,1,40,0
0,64578,88,1,46,0
22,53464,22,24,2918,0
22,22,53464,27,3865,0
30,12833,80,1,46,0
30,80,12833,6,264,0
0,20133,23,1,46,0
0,23,20133,1,40,0
7,15566,22,6,341,0
7,22,15566,8,3458,0
9,35179,22,16,2215,0
9,22,35179,21,3301,0
24,22,41972,31,4193,0
24,41972,22,26,3030,0
4,35998,22,12,1808,0
4,22,35998,13,2185,0
20,22,52871,27,3838,0
20,52871,22,25,2953,0
8,22,54823,19,3185,0
8,54823,22,17,2267,0
11,25994,22,15,2163,0
11,22,25994,20,3305,0
10,22,60858,20,3249,0
10,60858,22,15,2163,0
0,58735,7547,1,46,0
0,7547,58735,1,40,0
9,22,48788,20,3249,0
9,48788,22,17,2261,0
8,22,56116,19,3185,0
8,56116,22,15,2163,0
0,62169,23,1,46,0
0,23,62169,1,40,0
0,51879,23,1,46,0
0,23,51879,1,40,0
30,16238,80,1,46,0
30,80,16238,6,264,0
20,22,22365,26,3745,0
20,22365,22,24,2921,0
0,0,8,1,46,0
0,0,0,1,32,0
10,22,51686,20,3237,0
10,51686,22,15,2157,0
9,39410,22,17,2267,0
9,22,39410,19,3185,0
18,26728,22,24,2916,0
18,22,26728,26,3745,0
3,61235,22,12,1586,0
3,22,61235,12,2545,0
22,22,14584,27,3961,0
22,14584,22,21,2790,0
30,41998,80,1,46,0
30,80,41998,6,264,0
0,123,41447,1,76,0
0,41447,123,1,76,0
18,4306,22,18,3119,0
18,22,4306,22,3225,0
19,42204,22,24,2900,0
19,22,42204,26,3745,0
30,22645,80,1,46,0
30,80,22645,6,264,0
9,22,60397,19,3185,0
9,60397,22,17,2267,0
30,286,80,1,46,0
30,80,286,6,264,0
10,22,37758,19,3185,0
10,37758,22,17,2267,0
9,22,47943,20,3249,0
9,47943,22,17,2261,0
9,22,43355,19,3185,0
9,43355,22,17,2267,0
0,0,8,1,46,0
0,0,0,1,32,0
0,0,8,1,46,0
0,0,0,1,32,0
9,58810,22,15,2163,0
9,22,58810,20,4085,0
11,50653,22,17,2279,0
11,22,50653,21,5125,0
9,22,60743,20,3249,0
9,60743,22,18,2313,0
122,61569,22,6,337,0
122,22,61569,15,8737,0
5,8000,61486,3,132,0
5,61486,8000,5,314,0
8,22,36154,19,3185,0
8,36154,22,15,2163,0
9,61140,22,15,1771,0
9,22,61140,14,2625,0
0,1433,6000,1,40,0
0,6000,1433,1,46,0
15,1409,22,16,2917,0
15,22,1409,20,3065,0
21,22,5478,27,3865,0
21,5478,22,24,2883,0
0,123,55016,1,76,0
0,55016,123,1,76,0
10,63652,22,17,2435,0
10,22,63652,22,3433,0
1,445,6324,3,120,0
1,6324,445,3,144,0
0,58753,23,1,46,0
0,23,58753,1,40,0
0,32127,2323,1,46,0
0,2323,32127,1,40,0
14,22,4149,19,3077,0
14,4149,22,13,2779,0
30,29866,80,1,46,0
30,80,29866,6,264,0
125,58838,22,8,433,0
125,22,58838,12,2713,0
28,22128,22,27,3722,0
28,22,22128,27,3809,0
21,22,5776,26,3745,0
21,5776,22,24,2889,0
0,8099,23,1,60,0
0,23,8099,1,40,0
9,41802,22,14,1924,0
9,22,41802,16,2394,0
9,22,35503,19,3185,0
9,35503,22,17,2267,0
10,53701,22,15,2163,0
10,22,53701,19,3185,0
120,33729,22,4,231,0
120,22,33729,12,8481,0
0,46103,443,1,46,0
0,443,46103,1,40,0
9,39108,22,15,2163,0
9,22,39108,19,3185,0
7,13352,22,7,381,0
7,22,13352,7,1421,0
9,22,51279,20,3249,0
9,51279,22,19,2371,0
4,36722,22,12,1808,0
4,22,36722,13,2185,0
20,16786,22,25,3035,0
20,22,16786,28,3929,0
30,32877,80,1,46,0
30,80,32877,6,264,0
9,22,44240,19,3185,0
9,44240,22,15,2163,0
0,42325,161,1,66,0
0,0,3,1,94,0
14,22,3398,20,3065,0
14,3398,22,15,2871,0
1,22,42169,2,88,0
1,42169,22,2,92,0
19,37744,22,26,3100,0
19,22,37744,28,3902,0
9,15787,22,14,2105,0
9,22,15787,20,3249,0
0,123,52706,1,76,0
0,52706,123,1,76,0
