B1,B2,B3,B4,A1,class
9.967,22,41139,19,3185,0
9.967,41139,22,17,2267,0
10.505,22,53794,19,3185,0
10.505,53794,22,20,2423,0
0,5358,16185,1,40,0
0,16185,5358,1,46,0
4.496,44584,22,16,1833,0
4.496,22,44584,15,2841,0
9.657,22,54221,19,3185,0
9.657,54221,22,17,2267,0
9.572,47192,22,17,2273,0
9.572,22,47192,21,3353,0
30.998,80,134,7,308,0
30.998,134,80,3,138,0
18.33,38764,22,24,2948,0
18.33,22,38764,26,3745,0
0.001,23,5197,1,40,0
0.001,5197,23,1,46,0
18.977,2928,22,24,2900,0
18.977,22,2928,26,3745,0
8.179,42808,22,17,2267,0
8.179,22,42808,19,3185,0
19.517,63755,22,24,2921,0
19.517,22,63755,26,3745,0
9.461,46912,22,15,2163,0
9.461,22,46912,19,3185,0
5.923,26173,22,5,301,0
5.923,22,26173,7,3423,0
9.65,22,47974,19,3185,0
9.65,47974,22,17,2267,0
10.867,45767,22,17,2267,0
10.867,22,45767,19,3185,0
0,52852,23,1,46,0
0,23,52852,1,40,0
0.986,22,18515,5,1285,0
0.986,18515,22,6,340,0
10.114,22,39045,19,3185,0
10.114,39045,22,15,2163,0
0.992,22,50897,5,1285,0
0.992,50897,22,6,340,0
19.026,43456,22,25,3019,0
19.026,22,43456,27,3809,0
120.428,64274,22,3,179,0
120.428,22,64274,12,8481,0
0,57643,119,1,46,0
0,119,57643,1,40,0
0,0,8,1,46,0
0,0,0,1,32,0
31.232,24011,22,2,92,0
31.232,22,24011,6,264,0
18.842,37742,22,24,2916,0
18.842,22,37742,26,3745,0
30.998,1461,80,1,46,0
30.998,80,1461,6,264,0
9.245,22,53815,19,3185,0
9.245,53815,22,15,2163,0
0,28963,5358,1,46,0
0,5358,28963,1,40,0
5.106,8000,60213,3,132,0
5.106,60213,8000,5,314,0
9.103,21182,22,15,2163,0
9.103,22,21182,19,3185,0
10.336,22,60237,19,3185,0
10.336,60237,22,15,2163,0
2.61,46767,22,12,1811,0
2.61,22,46767,14,2721,0
125.859,57830,22,9,765,0
125.859,22,57830,11,1669,0
0.218,28970,22,2,92,0
0.218,22,28970,1,44,0
9.401,42312,22,17,2267,0
9.401,22,42312,19,3185,0
9.886,22,54059,19,3185,0
9.886,54059,22,17,2267,0
9.906,22,57037,19,3185,0
9.906,57037,22,15,2163,0
22.053,43940,22,5,277,0
22.053,22,43940,9,6373,0
10.147,22,54830,19,3185,0
10.147,54830,22,15,2163,0
18.458,54264,22,24,2900,0
18.458,22,54264,26,3745,0
17.332,63241,22,24,2883,0
17.332,22,63241,26,3745,0
24.329,22,1211,30,4169,0
24.329,1211,22,25,3019,0
13.658,4301,22,14,2825,0
13.658,22,4301,18,2985,0
0,60547,23,1,46,0
0,23,60547,1,40,0
5.541,15450,22,6,389,0
5.541,22,15450,10,1680,0
3.421,58784,22,12,1808,0
3.421,22,58784,13,2185,0
10.266,22,48081,19,3185,0
10.266,48081,22,15,2163,0
0,14146,2323,1,46,0
0,2323,14146,1,40,0
2.061,36487,22,12,1345,0
2.061,22,36487,14,2153,0
0.888,22,33869,6,1337,0
0.888,33869,22,9,1121,0
120.947,21544,22,6,329,0
120.947,22,21544,13,8617,0
0,6000,2379,1,46,0
0,2379,6000,1,40,0
14.655,42184,22,17,1984,0
14.655,22,42184,23,3541,0
10.987,22,33961,19,3185,0
10.987,33961,22,20,2423,0
9.422,22,36382,19,3185,0
9.422,36382,22,18,2319,0
0,43109,23,1,46,0
0,23,43109,1,40,0
0,6727,7547,1,46,0
0,7547,6727,1,40,0
0,23,51474,1,40,0
0,51474,23,1,46,0
123.907,14033,22,6,337,0
123.907,22,14033,9,2534,0
0,5156,5060,1,443,0
0,0,3.3,1,471,0
0,28899,23,1,46,0
0,23,28899,1,40,0
30.998,59473,80,1,46,0
30.998,80,59473,6,264,0
9.884,22,57604,19,3185,0
9.884,57604,22,17,2267,0
9.291,22,56752,19,3185,0
9.291,56752,22,17,2267,0
48.624,51497,22,6,329,0
48.624,22,51497,13,7654,0
2.379,51738,22,13,1863,0
2.379,22,51738,14,2721,0
14.651,52270,22,8,1353,0
14.651,22,52270,12,5437,0
5.44,40605,22,12,1908,0
5.44,22,40605,14,2261,0
18.34,31296,22,24,2900,0
18.34,22,31296,26,3745,0
10.763,17784,22,19,2365,0
10.763,22,17784,21,3301,0
9.792,22,38702,19,3185,0
9.792,38702,22,18,2319,0
8.925,22,34519,19,3185,0
8.925,34519,22,18,2319,0
9.415,35139,22,17,2267,0
9.415,22,35139,20,3249,0
3.11,54950,22,15,1697,0
3.11,22,54950,13,2669,0
30.996,16390,80,1,46,0
30.996,80,16390,6,264,0
18.966,37082,22,25,2976,0
18.966,22,37082,28,3865,0
10.126,59467,22,15,1739,0
10.126,22,59467,14,2625,0
15.089,2859,22,14,2889,0
15.089,22,2859,18,2985,0
7.359,14027,22,8,1075,0
7.359,22,14027,8,2437,0
0,23,45833,1,40,0
0,45833,23,1,46,0
30.997,22,22772,6,264,0
30.997,22772,22,1,46,0
113.726,18493,22,4,225,0
113.726,22,18493,10,7647,0
0,43140,123,1,46,0
0,0,3.3,1,64,0
0,18816,23,1,46,0
0,23,18816,1,40,0
30.996,40026,80,1,46,0
30.996,80,40026,6,264,0
8.579,22,55069,19,3185,0
8.579,55069,22,15,2163,0
10.062,22,59168,19,3185,0
10.062,59168,22,17,2267,0
0,0,8,1,46,0
0,0,0,1,32,0
4.055,59504,22,12,1808,0
4.055,22,59504,13,2185,0
14.644,22,3477,18,2985,0
14.644,3477,22,13,2843,0
0,63033,2323,1,46,0
0,2323,63033,1,40,0
20.893,6074,22,26,3035,0
20.893,22,6074,28,3873,0
0,27112,2323,1,46,0
0,2323,27112,1,40,0
7.353,34550,22,4,210,0
7.353,22,34550,6,496,0
0.932,22,9564,5,1285,0
0.932,9564,22,6,340,0
19.904,22,5618,26,3745,0
19.904,5618,22,24,2953,0
21.234,22,57419,27,3865,0
21.234,57419,22,24,2899,0
0,54923,23,1,46,0
0,23,54923,1,40,0
21.927,2428,22,16,3167,0
21.927,22,2428,24,3449,0
20.044,29870,22,24,2900,0
20.044,22,29870,26,3745,0
0,63196,23,1,46,0
0,23,63196,1,40,0
6.417,22897,22,7,1029,0
6.417,22,22897,9,4421,0
8.863,22,43849,19,3185,0
8.863,43849,22,15,2163,0
19.73,53522,22,5,277,0
19.73,22,53522,7,3423,0
21.36,22,22118,26,3745,0
21.36,22118,22,24,2883,0
9.3,22,46954,19,3185,0
9.3,46954,22,17,2267,0
5.11,8000,60429,3,132,0
5.11,60429,8000,5,314,0
0.978,22,27468,5,1285,0
0.978,27468,22,6,340,0
0,80,412,1,46,0
0,412,80,1,40,0
11.446,22,52522,21,3398,0
11.446,52522,22,18,2343,0
14.625,56839,22,18,2415,0
14.625,22,56839,26,3734,0
73.512,11722,22,7,1307,0
73.512,22,11722,17,9809,0
3.054,49648,22,13,1609,0
3.054,22,49648,13,2669,0
9.997,22,47746,19,3185,0
9.997,47746,22,20,2423,0
30.998,42417,80,1,46,0
30.998,80,42417,6,264,0
10.951,22,60659,20,3249,0
10.951,60659,22,17,2267,0
20.81,22,13606,26,3745,0
20.81,13606,22,24,2889,0
18.183,22,28076,24,4886,0
18.183,28076,22,18,2905,0
10.176,22,47846,19,3185,0
10.176,47846,22,15,2163,0
18.279,22,63829,26,3745,0
18.279,63829,22,24,2889,0
10.363,22,33197,19,3185,0
10.363,33197,22,17,2267,0
19.427,22,52821,26,3745,0
19.427,52821,22,24,2889,0
8.449,43973,22,17,2267,0
8.449,22,43973,19,3185,0
0,7282,23,1,46,0
0,23,7282,1,40,0
32.995,56143,22,2,120,0
32.995,22,56143,7,420,0
9.429,22,53880,19,3185,0
9.429,53880,22,17,2267,0
17.962,22,55952,26,3745,0
17.962,55952,22,26,3038,0
10.608,52338,22,17,2267,0
10.608,22,52338,19,3185,0
0,5730,23,1,46,0
0,23,5730,1,40,0
19.951,41230,22,26,3022,0
19.951,22,41230,26,3745,0
12.921,40839,22,14,1936,0
12.921,22,40839,19,2698,0
0.001,23,22276,1,40,0
0.001,22276,23,1,46,0
12.384,28095,22,17,2273,0
12.384,22,28095,21,4149,0
0,48608,5397,1,46,0
0,5397,48608,1,40,0
0,36846,5358,1,46,0
0,5358,36846,1,40,0
19.89,22,15363,27,3809,0
19.89,15363,22,25,3054,0
0.23,22,9078,1,44,0
0.23,9078,22,2,92,0
9.864,22,48142,19,3185,0
9.864,48142,22,15,2163,0
9.635,22,55816,19,3185,0
9.635,55816,22,15,2163,0
20.637,22,58952,26,3745,0
20.637,58952,22,24,2889,0
30.999,14957,80,1,46,0
30.999,80,14957,6,264,0
6.542,51078,22,7,413,0
6.542,22,51078,9,3543,0
0,49386,2323,1,46,0
0,2323,49386,1,40,0
10.244,22,45613,19,3185,0
10.244,45613,22,17,2267,0
4.534,60182,22,12,1808,0
4.534,22,60182,13,2185,0
9.327,57424,22,17,2267,0
9.327,22,57424,19,3185,0
91.505,23124,22,6,329,0
91.505,22,23124,13,8613,0
26.362,2736,22,28,3807,0
26.362,22,2736,31,4201,0
10.018,22,48262,19,3185,0
10.018,48262,22,17,2267,0
46.652,28257,22,6,329,0
46.652,22,28257,11,5569,0
10.277,22,51082,19,3185,0
10.277,51082,22,15,2163,0
11.128,22,51683,19,3197,0
11.128,51683,22,17,2267,0
9.699,22,34710,19,3185,0
9.699,34710,22,17,2267,0
9.631,25777,22,15,2163,0
9.631,22,25777,20,3237,0
44.869,41073,22,8,1347,0
44.869,22,41073,16,9745,0
0.94,22,51588,5,1285,0
0.94,51588,22,6,340,0
0,30227,3386,1,46,0
0,0,3.3,1,68,0
120.942,32529,22,7,387,0
120.942,22,32529,8,2482,0
2.326,50237,22,12,1345,0
2.326,22,50237,14,2153,0
0,39328,23,1,46,0
0,23,39328,1,40,0
15.391,22,4801,21,3146,0
15.391,4801,22,17,3033,0
3.141,46905,22,13,1593,0
3.141,22,46905,13,2669,0
18.691,22,25713,26,3745,0
18.691,25713,22,24,2889,0
9.775,22,57164,19,3185,0
9.775,57164,22,17,2267,0
9.147,22,46628,19,3185,0
9.147,46628,22,17,2267,0
21.043,22,38788,26,3745,0
21.043,38788,22,24,2883,0
13.439,22,3710,18,2985,0
13.439,3710,22,13,2779,0
0.253,9090,22,2,92,0
0.253,22,9090,1,44,0
11.684,37416,22,16,2227,0
11.684,22,37416,21,3398,0
15.329,22,3480,19,3093,0
15.329,3480,22,14,2825,0
5.932,27776,22,7,375,0
5.932,22,27776,8,3511,0
9.986,50764,22,17,2267,0
9.986,22,50764,19,3185,0
0,19217,23,1,46,0
0,23,19217,1,40,0
11.275,30617,22,15,2163,0
11.275,22,30617,20,4213,0
0.001,59179,23,1,46,0
0.001,23,59179,1,40,0
20150.707,80,4840,80,3520,0
20150.707,4840,80,15,690,0
10.67,22,57297,19,3185,0
10.67,57297,22,17,2267,0
0.001,53,46945,1,129,0
0.001,46945,53,1,68,0
0.001,53,41422,1,250,0
0.001,41422,53,1,68,0
5.104,443,44626,9,5455,0
5.104,44626,443,12,1710,0
1.243,445,3956,3,120,0
1.243,3956,445,3,144,0
10.03,22,38684,19,3185,0
10.03,38684,22,15,2163,0
18.935,14863,22,26,3036,0
18.935,22,14863,26,3745,0
9.499,22,38840,19,3185,0
9.499,38840,22,17,2267,0
0,16308,23,1,46,0
0,23,16308,1,40,0
132.694,15316,22,7,381,0
132.694,22,15316,12,1803,0
5.101,8000,60642,3,132,0
5.101,60642,8000,5,314,0
10.54,22,43840,19,3185,0
10.54,43840,22,15,2163,0
20.575,57232,22,24,2930,0
20.575,22,57232,26,3745,0
8.328,20833,22,17,2267,0
8.328,22,20833,20,3305,0
0,16308,2323,1,46,0
0,2323,16308,1,40,0
18.289,18320,22,24,2900,0
18.289,22,18320,26,3745,0
0.94,22,59849,5,1285,0
0.94,59849,22,6,340,0
0,40812,1434,1,46,0
0,0,3.3,1,57,0
10.005,63721,22,17,2267,0
10.005,22,63721,19,3185,0
0,15175,23,1,46,0
0,23,15175,1,40,0
20.078,22,41403,27,3809,0
20.078,41403,22,25,3025,0
9.411,22,43214,19,3185,0
9.411,43214,22,17,2267,0
6.372,23448,22,7,381,0
6.372,22,23448,9,4457,0
30.996,24116,80,1,46,0
30.996,80,24116,6,264,0
121.878,24718,22,5,262,0
121.878,22,24718,5,345,0
0.936,22,60540,5,1285,0
0.936,60540,22,6,340,0
9.386,22,37884,19,3185,0
9.386,37884,22,17,2267,0
31.012,21002,22,2,120,0
31.012,22,21002,7,420,0
20.316,9700,22,24,2899,0
20.316,22,9700,26,3745,0
0,56702,23,1,46,0
0,23,56702,1,40,0
9.395,22,41448,19,3185,0
9.395,41448,22,19,2371,0
0,1576,23,1,46,0
0,23,1576,1,40,0
120.453,17708,22,3,179,0
120.453,22,17708,11,7699,0
9.595,22,35995,19,3185,0
9.595,35995,22,17,2267,0
0,32948,53413,1,46,0
0,0,3.3,1,57,0
142.123,45412,22,8,447,0
142.123,22,45412,11,4565,0
10.105,39514,22,16,2225,0
10.105,22,39514,20,3249,0
0.444,44353,22,12,1457,0
0.444,22,44353,11,2497,0
9.996,22,40226,19,3185,0
9.996,40226,22,18,2319,0
8.256,22,55344,19,3185,0
8.256,55344,22,15,2163,0
19.595,28320,22,25,3020,0
19.595,22,28320,28,3929,0
4.131,32870,22,12,1808,0
4.131,22,32870,13,2185,0
0,53553,7547,1,46,0
0,7547,53553,1,40,0
46.267,29865,22,8,433,0
46.267,22,29865,6,1361,0
0.995,22,36420,5,1285,0
0.995,36420,22,6,340,0
0,23,30059,1,40,0
0,30059,23,1,46,0
11.054,22,47164,19,3185,0
11.054,47164,22,18,2319,0
2.362,47764,22,13,1593,0
2.362,22,47764,13,2669,0
10.065,33104,22,15,2701,0
10.065,22,33104,20,5053,0
38.572,15753,22,8,1361,0
38.572,22,15753,16,7357,0
1.161,15177,23,7,322,0
1.161,23,15177,7,280,0
0,5367,23,1,46,0
0,23,5367,1,40,0
0.046,47096,22,2,92,0
0.046,22,47096,1,44,0
5.539,22441,22,5,301,0
5.539,22,22441,7,3423,0
20.222,22,16798,26,3745,0
20.222,16798,22,24,2883,0
0.001,23,16078,1,40,0
0.001,16078,23,1,46,0
9.91,34507,22,17,2279,0
9.91,22,34507,20,3289,0
121.714,25179,22,6,329,0
121.714,22,25179,9,1611,0
9.618,57886,22,17,2267,0
9.618,22,57886,20,3237,0
23.835,40670,22,27,3056,0
23.835,22,40670,26,3745,0
22.167,51754,22,24,2932,0
22.167,22,51754,26,3745,0
0,23,7334,1,40,0
0,7334,23,1,46,0
0.255,49460,22,2,92,0
0.255,22,49460,1,44,0
9.71,35942,22,17,2267,0
9.71,22,35942,19,3185,0
9.298,22,47611,20,3237,0
9.298,47611,22,15,2163,0
20.078,45638,22,24,2932,0
20.078,22,45638,26,3745,0
11.188,26073,22,18,2403,0
11.188,22,26073,21,3369,0
9.745,22,38183,19,3185,0
9.745,38183,22,15,2179,0
15.222,43182,22,18,2056,0
15.222,22,43182,23,3545,0
121.819,58194,22,7,381,0
121.819,22,58194,8,1485,0
13.238,60496,22,19,2475,0
13.238,22,60496,24,4362,0
0.989,22,12991,5,1285,0
0.989,12991,22,6,340,0
1.33,3272,445,3,144,0
1.33,445,3272,3,120,0
31,58390,80,1,46,0
31,80,58390,6,264,0
30.996,55228,80,1,46,0
30.996,80,55228,6,264,0
6.514,60135,22,14,1699,0
6.514,22,60135,13,2585,0
18.409,8644,22,26,3004,0
18.409,22,8644,26,3745,0
9.261,22,54209,20,3237,0
9.261,54209,22,17,2267,0
6.272,60325,22,7,381,0
6.272,22,60325,9,4445,0
0,42386,23,1,46,0
0,23,42386,1,40,0
5.934,41353,22,8,445,0
5.934,22,41353,8,1482,0
120.955,19468,22,6,329,0
120.955,22,19468,13,8617,0
0.022,54035,445,2,92,0
0.022,445,54035,1,40,0
0,50845,23,1,46,0
0,23,50845,1,40,0
30.999,30234,80,1,46,0
30.999,80,30234,6,264,0
0,1433,772,1,40,0
0,772,1433,1,46,0
7.396,47657,22,18,2105,0
7.396,22,47657,17,3081,0
14.871,3970,22,17,2963,0
14.871,22,3970,18,2985,0
8.856,45301,22,17,2267,0
8.856,22,45301,20,3249,0
0,23,7334,1,40,0
0,7334,23,1,46,0
123.16,31644,22,8,1096,0
123.16,22,31644,13,4718,0
18.603,41970,22,26,2995,0
18.603,22,41970,28,3865,0
16.374,26680,22,20,3436,0
16.374,22,26680,29,5630,0
120.945,18251,22,3,158,0
120.945,22,18251,10,856,0
120.486,56473,22,4,231,0
120.486,22,56473,12,7751,0
0,58921,23,1,46,0
0,23,58921,1,40,0
0,24994,23,1,46,0
0,23,24994,1,40,0
0,1667,23,1,46,0
0,23,1667,1,40,0
19.072,22,59151,26,3745,0
19.072,59151,22,24,2883,0
5.141,8000,60853,3,132,0
5.141,60853,8000,5,314,0
9.783,23202,22,17,2261,0
9.783,22,23202,21,3301,0
9.587,22,37949,19,3185,0
9.587,37949,22,15,2163,0
9.077,24348,22,16,2223,0
9.077,22,24348,20,3245,0
9.547,57818,22,6,977,0
9.547,22,57818,8,1457,0
121.955,30194,22,4,210,0
121.955,22,30194,7,527,0
9.305,22,55226,19,3185,0
9.305,55226,22,17,2267,0
0,32272,5358,1,46,0
0,5358,32272,1,40,0
0,48608,4437,1,46,0
0,4437,48608,1,40,0
9.785,22,57158,19,3185,0
9.785,57158,22,17,2267,0
9.02,22,58041,19,3185,0
9.02,58041,22,17,2267,0
4.397,33556,22,12,1808,0
4.397,22,33556,13,2185,0
6.295,43142,22,8,427,0
6.295,22,43142,9,4445,0
31,60625,80,1,46,0
31,80,60625,6,264,0
17.782,36902,22,24,2996,0
17.782,22,36902,26,3745,0
8.945,22,54661,19,3185,0
8.945,54661,22,15,2163,0
0,50459,7547,1,46,0
0,7547,50459,1,40,0
6.257,63196,22,5,277,0
6.257,22,63196,7,3406,0
10.919,22,41610,19,3185,0
10.919,41610,22,15,2195,0
0.932,22,37111,5,1285,0
0.932,37111,22,6,340,0
21.105,22,26487,26,3745,0
21.105,26487,22,26,3038,0
12.078,50466,22,17,2261,0
12.078,22,50466,22,3421,0
5.554,57296,22,7,420,0
5.554,22,57296,8,1535,0
0.041,59253,3779,2,92,0
0.041,3779,59253,1,40,0
7.431,34871,22,2,106,0
7.431,22,34871,4,240,0
11.273,22,38462,19,3185,0
11.273,38462,22,17,2283,0
9.169,22,37239,19,3185,0
9.169,37239,22,17,2267,0
11.816,41239,22,11,1756,0
11.816,22,41239,16,3733,0
0.482,52183,22,2,92,0
0.482,22,52183,1,44,0
8590.467,439,80,6,276,0
8590.467,80,439,36,1584,0
0.019,8082,37039,1,52,1
0.019,37039,8082,1,46,1
19.161,62048,22,24,2931,0
19.161,22,62048,26,3745,0
63.819,27797,22,5,285,0
63.819,22,27797,12,5699,0
9.989,22,57949,19,3185,0
9.989,57949,22,17,2267,0
10.185,22,51441,19,3185,0
10.185,51441,22,15,2163,0
9.421,51002,22,11,1623,0
9.421,22,51002,14,2721,0
15.415,50080,22,4,226,0
15.415,22,50080,7,420,0
0,15580,5358,1,46,0
0,5358,15580,1,40,0
0,5985,36687,1,40,0
0,36687,5985,1,46,0
9.23,37935,22,17,2267,0
9.23,22,37935,20,3249,0
18.563,45576,22,24,2932,0
18.563,22,45576,26,3745,0
19.86,22,23963,26,3745,0
19.86,23963,22,24,2918,0
0,23,32662,1,40,0
0,32662,23,1,46,0
123.488,33813,22,4,231,0
123.488,22,33813,14,8601,0
19.788,41426,22,26,3020,0
19.788,22,41426,26,3745,0
6.626,29589,22,7,1677,0
6.626,22,29589,7,1413,0
10.301,22,53627,20,3237,0
10.301,53627,22,17,2267,0
6.389,38197,22,5,262,0
6.389,22,38197,3,205,0
22.236,41023,22,21,2304,0
22.236,22,41023,27,3909,0
9.529,22,52363,19,3185,0
9.529,52363,22,15,2163,0
8.719,22,41225,19,3185,0
8.719,41225,22,15,2163,0
11.478,42414,22,6,983,0
11.478,22,42414,10,4530,0
30.998,47785,80,1,46,0
30.998,80,47785,6,264,0
9.489,22,50062,19,3185,0
9.489,50062,22,17,2267,0
40.089,7221,80,3,138,0
40.089,80,7221,7,304,0
6.794,45103,22,4,234,0
6.794,22,45103,6,413,0
0.196,80,51613,1,44,0
0.196,51613,80,2,92,0
20.171,22,11631,26,3745,0
20.171,11631,22,24,2918,0
20.316,10658,22,24,2900,0
20.316,22,10658,26,3745,0
9.302,22,54490,19,3185,0
9.302,54490,22,15,2163,0
10.062,46612,22,15,2163,0
10.062,22,46612,19,3185,0
8.964,22,35937,19,3185,0
8.964,35937,22,15,2163,0
1.984,52520,81,3,152,0
1.984,81,52520,3,120,0
5.742,31105,22,7,441,0
5.742,22,31105,8,1564,0
0,16934,5358,1,46,0
0,5358,16934,1,40,0
0,0,8,1,46,0
0,0,0,1,36,0
30.997,48217,80,1,46,0
30.997,80,48217,6,264,0
0,5079,5060,1,439,0
0,0,3.3,1,467,0
18.413,25133,22,24,2899,0
18.413,22,25133,27,3865,0
21.843,26093,22,26,3193,0
21.843,22,26093,30,4097,0
2.378,55759,22,14,1915,0
2.378,22,55759,14,2721,0
23.95,60128,22,26,3020,0
23.95,22,60128,25,3705,0
9.717,44762,22,8,1081,0
9.717,22,44762,11,5513,0
11.234,22,35139,19,3197,0
11.234,35139,22,17,2267,0
0.612,80,4072,7,11967,0
0.612,4072,80,13,660,0
11.599,51995,22,15,2163,0
11.599,22,51995,21,5241,0
20.103,49424,22,26,2987,0
20.103,22,49424,27,3849,0
18.781,45298,22,23,2860,0
18.781,22,45298,27,3865,0
10.168,22,45099,19,3185,0
10.168,45099,22,15,2163,0
53.249,62214,22,8,519,0
53.249,22,62214,15,2120,0
17.711,19272,22,24,2900,0
17.711,22,19272,26,3745,0
30.998,12987,80,1,46,0
30.998,80,12987,6,264,0
30.996,52484,80,1,46,0
30.996,80,52484,6,264,0
10.185,22,49378,19,3185,0
10.185,49378,22,17,2267,0
9.508,60776,22,15,2163,0
9.508,22,60776,19,3185,0
121.924,40180,22,8,447,0
121.924,22,40180,10,2581,0
4.858,34258,22,12,1808,0
4.858,22,34258,13,2185,0
8.915,22,50478,19,3185,0
8.915,50478,22,17,2267,0
8.463,22,54912,19,3185,0
8.463,54912,22,15,2163,0
0,23,7454,1,40,0
0,7454,23,1,46,0
20.497,48837,22,26,3004,0
20.497,22,48837,26,3745,0
8.606,22,45269,19,3185,0
8.606,45269,22,15,2163,0
0,23,10211,1,40,0
0,10211,23,1,46,0
9.819,22,33760,19,3185,0
9.819,33760,22,15,2163,0
6.464,56863,22,5,307,0
6.464,22,56863,6,2362,0
5.146,8000,61065,3,132,0
5.146,61065,8000,5,314,0
0,3868,23,1,46,0
0,23,3868,1,40,0
10.23,22,47801,19,3185,0
10.23,47801,22,19,2371,0
10.242,22,53231,19,3185,0
10.242,53231,22,15,2163,0
0.662,22,43325,7,1309,0
0.662,43325,22,8,848,0
0,13823,23,1,46,0
0,23,13823,1,40,0
21.638,61670,22,27,3076,0
21.638,22,61670,29,3958,0
0.001,23,24381,1,40,0
0.001,24381,23,1,46,0
100.435,80,52396,5,779,0
100.435,52396,80,6,387,0
13.1,4255,22,13,2779,0
13.1,22,4255,18,2985,0
9.294,22,39966,19,3185,0
9.294,39966,22,17,2267,0
0,41377,1900,1,122,0
0,0,3.3,1,150,0
0,23,28,1,40,0
0,28,23,1,46,0
19.309,40412,22,24,2900,0
19.309,22,40412,26,3745,0
10.307,17812,22,17,2267,0
10.307,22,17812,20,3305,0
43.442,22,17600,31,10137,0
43.442,17600,22,15,2722,0
0.292,43516,22,2,92,0
0.292,22,43516,1,44,0
0,15645,7547,1,46,0
0,7547,15645,1,40,0
9.337,39766,22,17,2267,0
9.337,22,39766,19,3185,0
2.098,53027,22,12,1361,0
2.098,22,53027,14,2153,0
31.008,22734,22,3,180,0
31.008,22,22734,8,480,0
6.216,63016,22,7,1029,0
6.216,22,63016,9,4421,0
0,27055,5358,1,46,0
0,5358,27055,1,40,0
10.309,43620,22,15,2163,0
10.309,22,43620,19,3185,0
0,11129,23,1,46,0
0,23,11129,1,40,0
14.948,6404,22,17,1988,0
14.948,22,6404,23,3545,0
0,21,10052,1,46,0
0,10052,21,1,40,0
30.996,33505,80,1,46,0
30.996,80,33505,6,264,0
30.997,1696,80,1,46,0
30.997,80,1696,6,264,0
0,55511,23,1,46,0
0,23,55511,1,40,0
125.082,26297,22,6,341,0
125.082,22,26297,10,2578,0
10.296,22,45981,20,3249,0
10.296,45981,22,15,2163,0
30.999,11348,80,1,46,0
30.999,80,11348,6,264,0
11.848,41471,22,17,2137,0
11.848,22,41471,20,3305,0
85.716,4813,22,10,2309,0
85.716,22,4813,20,6603,0
0,17392,23,1,46,0
0,23,17392,1,40,0
0.975,22,46063,5,1285,0
0.975,46063,22,6,340,0
11.359,64501,22,8,1370,0
11.359,22,64501,12,6017,0
9.342,22,55433,19,3185,0
9.342,55433,22,17,2267,0
0,50256,25,1,46,0
0,25,50256,1,40,0
9.889,36467,22,10,1477,0
9.889,22,36467,14,5557,0
12.371,24527,22,17,2359,0
12.371,22,24527,24,4517,0
51.993,56005,22,7,459,0
51.993,22,56005,13,2000,0
10.653,22,60578,19,3185,0
10.653,60578,22,15,2163,0
9.341,22,42603,19,3185,0
9.341,42603,22,15,2163,0
120.94,49995,22,7,381,0
120.94,22,49995,14,8669,0
9.605,22,59125,19,3185,0
9.605,59125,22,15,2163,0
9.654,44139,22,17,2267,0
9.654,22,44139,19,3185,0
9.639,22,34602,19,3185,0
9.639,34602,22,17,2267,0
140.632,32776,22,8,457,0
140.632,22,32776,13,1867,0
120.944,35779,22,7,393,0
120.944,22,35779,15,8786,0
9.148,25213,22,14,2111,0
9.148,22,25213,17,3081,0
19.897,32385,22,10,1477,0
19.897,22,32385,14,4589,0
0,40264,5358,1,46,0
0,5358,40264,1,40,0
30.997,22838,80,1,46,0
30.997,80,22838,6,264,0
11.943,49820,22,6,329,0
11.943,22,49820,9,5397,0
0,41657,23,1,46,0
0,23,41657,1,40,0
0,13470,23,1,46,0
0,23,13470,1,40,0
121.938,54997,22,7,395,0
121.938,22,54997,8,3401,0
6.111,60754,22,13,1653,0
6.111,22,60754,14,2625,0
0,49308,23,1,60,0
0,23,49308,1,40,0
10.279,22,35674,20,3305,0
10.279,35674,22,17,2295,0
3.838,35270,22,12,1808,0
3.838,22,35270,13,2185,0
0.959,22,21943,5,1285,0
0.959,21943,22,6,340,0
9.733,22,32921,20,3237,0
9.733,32921,22,17,2267,0
0,5080,5060,1,436,0
0,0,3.3,1,464,0
9.576,22,35250,19,3185,0
9.576,35250,22,17,2267,0
10.051,22,57430,19,3185,0
10.051,57430,22,18,2319,0
9.117,49590,22,15,2163,0
9.117,22,49590,19,3185,0
19.229,22,27130,26,3745,0
19.229,27130,22,24,2889,0
30.998,60256,80,1,46,0
30.998,80,60256,6,264,0
0,30899,23,1,46,0
0,23,30899,1,40,0
19.808,22,33929,26,3745,0
19.808,33929,22,24,2921,0
6.542,15737,22,8,501,0
6.542,22,15737,10,1684,0
0,63214,23,1,46,0
0,23,63214,1,40,0
99.784,36031,22,8,481,0
99.784,22,36031,12,5823,0
10.145,22,33826,19,3185,0
10.145,33826,22,17,2267,0
121.096,62031,22,3,173,0
121.096,22,62031,10,6630,0
18.514,42200,22,26,3004,0
18.514,22,42200,26,3745,0
0,34155,1900,1,122,0
0,0,3.3,1,150,0
19.544,22,18355,26,3745,0
19.544,18355,22,26,3022,0
0.001,80,325,1,46,0
0.001,325,80,1,40,0
8.208,53506,22,6,334,0
8.208,22,53506,6,418,0
5.171,8000,61275,3,132,0
5.171,61275,8000,5,314,0
31,4662,80,1,46,0
31,80,4662,6,264,0
